FACILITYID,NAME,STATE,YEAR,Avg_Temp_Mean_Summer,Avg_Temp_Max_Summer,90th_Percentile_Summer,Days_Above_10F,Count_Heatwaves_1Day,Count_Heatwaves_2Day,Count_Heatwaves_3Day,ToBeDropped
10002941,LOPEZ STATE JAIL,TX,2022,85.90704918454907,97.27744260381485,101.5429990386963,0,6,2,5,Drop
10000186,MICHAEL STATE PRISON,TX,2000,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2001,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2002,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2003,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2004,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2005,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2006,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2007,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2008,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2009,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2010,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2011,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2012,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2013,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2014,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2015,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2016,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2017,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2018,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2019,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2020,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2021,NA,NA,NA,NA,NA,NA,NA,Drop
10000186,MICHAEL STATE PRISON,TX,2022,NA,NA,NA,NA,NA,NA,NA,Drop
10000205,POLUNSKY PRISON,TX,2000,82.17883620262147,94.86795097726292,102.33500274658203,0,4,2,7,Drop
10000205,POLUNSKY PRISON,TX,2001,80.31015561135094,90.57893412230442,97.15640129089357,0,6,4,3,Drop
10000205,POLUNSKY PRISON,TX,2002,80.47399992317447,90.5750983910482,95.181801071167,0,6,4,3,Drop
10000205,POLUNSKY PRISON,TX,2003,80.1674096928268,90.14457362753443,95.00899711608888,0,7,2,4,Drop
10000205,POLUNSKY PRISON,TX,2004,80.0852294538842,90.37178670851908,94.8938013458252,0,5,3,5,Drop
10000205,POLUNSKY PRISON,TX,2005,82.90776233673097,94.59145917736116,98.12840293884278,0,7,3,3,Drop
10000205,POLUNSKY PRISON,TX,2006,80.77277069638987,92.03560680952225,97.3219989013672,0,3,2,8,Drop
10000205,POLUNSKY PRISON,TX,2007,81.02934435938221,90.84819669879845,94.95499931335449,0,4,1,8,Drop
10000205,POLUNSKY PRISON,TX,2008,81.81802453134881,92.04150824624983,96.54079818725586,0,3,2,8,Drop
10000205,POLUNSKY PRISON,TX,2009,83.12398355280766,93.73159000521802,100.47379859924317,0,5,2,6,Drop
10000205,POLUNSKY PRISON,TX,2010,83.67490160895173,93.89049184830458,99.12020126342773,0,4,4,5,Drop
10000205,POLUNSKY PRISON,TX,2011,85.59573782311112,98.64160669358051,103.78220153808594,0,4,3,6,Drop
10000205,POLUNSKY PRISON,TX,2012,82.27274585239222,93.17713101809143,98.43620002746582,0,6,3,4,Drop
10000205,POLUNSKY PRISON,TX,2013,82.89212297220703,94.53067213902708,100.03459884643556,0,6,3,4,Drop
10000205,POLUNSKY PRISON,TX,2014,81.58970495911898,91.49147556179857,96.24019783020019,0,7,5,1,Drop
10000205,POLUNSKY PRISON,TX,2015,82.26219681051909,93.0558525366861,98.0258009338379,0,4,2,7,Drop
10000205,POLUNSKY PRISON,TX,2016,82.81835243115668,92.79308191205631,98.72960296630859,0,3,3,7,Drop
10000205,POLUNSKY PRISON,TX,2017,80.80663117033535,90.40557386054364,95.55260200500489,0,6,4,3,Drop
10000205,POLUNSKY PRISON,TX,2018,82.96530342727412,92.95921320368029,97.57760131835937,0,4,3,6,Drop
10000205,POLUNSKY PRISON,TX,2019,82.8263198195911,93.12298386995909,98.04200096130371,0,5,3,5,Drop
10000205,POLUNSKY PRISON,TX,2020,82.2082704161034,92.27167213002191,97.46059829711915,0,5,3,5,Drop
10000205,POLUNSKY PRISON,TX,2021,81.84281136481486,91.89795067896613,96.79820030212402,0,8,4,1,Drop
10000205,POLUNSKY PRISON,TX,2022,84.03320512458926,95.42595116974877,101.08940238952637,0,5,2,6,Drop
10001286,AYRES HALFWAY HOUSE,TX,2000,82.68600837598082,95.04824621794653,101.31260131835938,0,4,3,6,Drop
10001286,AYRES HALFWAY HOUSE,TX,2001,81.98164732260783,93.24721276017488,99.49639991760255,0,7,4,2,Drop
10001286,AYRES HALFWAY HOUSE,TX,2002,81.08282786041009,91.18591805755115,95.55260200500489,0,5,3,5,Drop
10001286,AYRES HALFWAY HOUSE,TX,2003,80.31804932609933,90.4038034970643,95.30960021972656,0,4,3,6,Drop
10001286,AYRES HALFWAY HOUSE,TX,2004,80.3918933508826,90.6876721210167,95.24479873657226,0,7,2,4,Drop
10001286,AYRES HALFWAY HOUSE,TX,2005,83.42422970631088,94.87813148185857,99.15620208740235,0,7,3,3,Drop
10001286,AYRES HALFWAY HOUSE,TX,2006,82.59460659339784,94.37221329485784,99.47300247192382,0,6,3,4,Drop
10001286,AYRES HALFWAY HOUSE,TX,2007,80.42324597874622,89.21757379750734,92.23700164794921,0,6,1,6,Drop
10001286,AYRES HALFWAY HOUSE,TX,2008,82.398598497422,93.7832296027512,98.60719741821289,0,7,4,2,Drop
10001286,AYRES HALFWAY HOUSE,TX,2009,84.41223764497724,96.22163919229982,102.04159706115722,0,9,4,0,Drop
10001286,AYRES HALFWAY HOUSE,TX,2010,82.65856557517756,92.45359013354197,98.3641983795166,0,2,2,9,Drop
10001286,AYRES HALFWAY HOUSE,TX,2011,85.63085248040376,98.80345908618366,102.67339813232422,0,5,3,5,Drop
10001286,AYRES HALFWAY HOUSE,TX,2012,82.65590974854645,94.15916382523828,99.42439826965332,0,5,3,5,Drop
10001286,AYRES HALFWAY HOUSE,TX,2013,83.02992626018208,94.40363942756024,100.38379997253419,0,6,3,4,Drop
10001286,AYRES HALFWAY HOUSE,TX,2014,82.99304099317466,93.8873935292979,99.69440101623536,0,4,3,6,Drop
10001286,AYRES HALFWAY HOUSE,TX,2015,83.17658191430766,94.1811474847012,99.51620071411133,0,3,2,8,Drop
10001286,AYRES HALFWAY HOUSE,TX,2016,82.99311484977845,93.10350846462563,99.16880271911621,0,5,4,4,Drop
10001286,AYRES HALFWAY HOUSE,TX,2017,82.73624602771196,93.74088549692125,99.63860076904298,0,3,1,9,Drop
10001286,AYRES HALFWAY HOUSE,TX,2018,84.10557371983764,94.80362295869926,100.53500274658202,0,6,2,5,Drop
10001286,AYRES HALFWAY HOUSE,TX,2019,84.503049109412,95.63914739577501,100.21820236206055,0,2,1,10,Drop
10001286,AYRES HALFWAY HOUSE,TX,2020,82.75808193175519,94.03139333568639,100.84820030212403,0,4,4,5,Drop
10001286,AYRES HALFWAY HOUSE,TX,2021,81.96409006431455,92.1145408474031,96.25820098876953,0,6,3,4,Drop
10001286,AYRES HALFWAY HOUSE,TX,2022,85.32957367115336,97.493147562371,102.28820304870607,0,5,5,3,Drop
10000157,LINDSEY STATE JAIL,TX,2000,82.11509852682954,94.86780348918481,103.63100219726563,1,5,4,4,Drop
10000157,LINDSEY STATE JAIL,TX,2001,81.46665579061037,93.37675417603037,101.2820002746582,0,5,4,4,Drop
10000157,LINDSEY STATE JAIL,TX,2002,79.81611482979824,91.19359044872348,97.77200233459473,0,4,4,5,Drop
10000157,LINDSEY STATE JAIL,TX,2003,79.4154672505425,90.8706231320491,99.72500205993653,3,5,3,5,Drop
10000157,LINDSEY STATE JAIL,TX,2004,77.78159831000157,88.72006544206963,95.178197555542,0,6,3,4,Drop
10000157,LINDSEY STATE JAIL,TX,2005,81.13070485865488,93.32024595229352,97.78459884643556,0,7,2,4,Drop
10000157,LINDSEY STATE JAIL,TX,2006,81.69681962513538,94.31216372505564,102.71660118103028,0,5,4,4,Drop
10000157,LINDSEY STATE JAIL,TX,2007,78.87863938534849,89.03668852008761,94.49240211486817,0,2,2,9,Drop
10000157,LINDSEY STATE JAIL,TX,2008,80.38879516554661,92.18624594328833,100.41620071411133,0,5,3,5,Drop
10000157,LINDSEY STATE JAIL,TX,2009,80.63880327334171,92.5027213925221,102.58340225219727,4,4,2,7,Drop
10000157,LINDSEY STATE JAIL,TX,2010,82.29524588194042,93.15573776120048,100.12639785766602,0,4,4,5,Drop
10000157,LINDSEY STATE JAIL,TX,2011,86.71018850686116,100.40103292308872,107.23639854431153,0,6,3,4,Drop
10000157,LINDSEY STATE JAIL,TX,2012,82.61865581762602,95.28003294897862,105.10159843444823,4,7,2,4,Drop
10000157,LINDSEY STATE JAIL,TX,2013,81.9471968189615,94.02209843494855,101.53399917602539,1,5,4,4,Drop
10000157,LINDSEY STATE JAIL,TX,2014,80.47658192134293,91.57542616422059,99.54859870910646,0,4,3,6,Drop
10000157,LINDSEY STATE JAIL,TX,2015,81.72145899162919,92.85062291817586,98.90240142822266,0,4,3,6,Drop
10000157,LINDSEY STATE JAIL,TX,2016,80.94133597749176,91.74598339268418,98.46140060424806,0,4,2,7,Drop
10000157,LINDSEY STATE JAIL,TX,2017,79.52634420629407,90.40085232844123,97.17799835205078,0,5,2,5,Drop
10000157,LINDSEY STATE JAIL,TX,2018,82.89345077999306,94.152524526002,102.38900123596191,4,6,2,5,Drop
10000157,LINDSEY STATE JAIL,TX,2019,81.84155711111475,93.10498309213602,99.7789998626709,0,5,2,6,Drop
10000157,LINDSEY STATE JAIL,TX,2020,80.15272942292886,91.77195080616433,100.62319892883302,5,4,3,6,Drop
10000157,LINDSEY STATE JAIL,TX,2021,80.30049173011156,91.52319667065727,97.3886028289795,0,5,3,5,Drop
10000157,LINDSEY STATE JAIL,TX,2022,83.76224579498414,96.23122920989992,103.70479736328126,3,6,3,4,Drop
10002900,STEVENSON PRISON,TX,2000,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2001,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2002,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2003,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2004,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2005,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2006,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2007,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2008,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2009,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2010,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2011,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2012,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2013,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2014,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2015,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2016,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2017,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2018,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2019,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2020,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2021,NA,NA,NA,NA,NA,NA,NA,Drop
10002900,STEVENSON PRISON,TX,2022,NA,NA,NA,NA,NA,NA,NA,Drop
10000229,STILES UNIT,TX,2000,82.1674016905613,92.31859019545257,98.30659774780274,0,4,2,7,Drop
10000229,STILES UNIT,TX,2001,80.76819655387129,89.31952427723371,94.13600082397461,0,6,5,1,Drop
10000229,STILES UNIT,TX,2002,81.33792605165574,89.6162293449777,94.60219810485839,0,8,4,1,Drop
10000229,STILES UNIT,TX,2003,80.94163110138943,89.54349155113343,93.51680038452149,0,6,3,4,Drop
10000229,STILES UNIT,TX,2004,81.54116400421641,90.66081972278529,95.41400260925293,0,6,4,3,Drop
10000229,STILES UNIT,TX,2005,83.0380409959887,92.43131146978159,95.2141983795166,0,8,4,1,Drop
10000229,STILES UNIT,TX,2006,81.20587707816583,90.26644251151166,94.27999725341797,0,8,3,1,Drop
10000229,STILES UNIT,TX,2007,81.612721203976,89.82765560150148,93.32059967041016,0,6,1,6,Drop
10000229,STILES UNIT,TX,2008,81.20115578526355,90.17939350565929,94.00820098876953,0,6,3,4,Drop
10000229,STILES UNIT,TX,2009,82.24581971012175,91.00901636530139,96.40040115356445,0,5,2,6,Drop
10000229,STILES UNIT,TX,2010,83.42577859847269,91.77224581046183,96.04400054931641,0,5,4,4,Drop
10000229,STILES UNIT,TX,2011,83.56594258214608,93.4471311193998,97.72340087890625,0,6,3,4,Drop
10000229,STILES UNIT,TX,2012,81.5354836307588,90.09927866263469,94.09639991760254,0,7,2,4,Drop
10000229,STILES UNIT,TX,2013,82.33751639850801,91.39719671343192,94.82000274658203,0,9,2,1,Drop
10000229,STILES UNIT,TX,2014,81.66244244340993,89.80906543419003,93.4429990386963,0,7,3,3,Drop
10000229,STILES UNIT,TX,2015,82.36429503862976,91.36163928235166,96.51020057678222,0,5,3,5,Drop
10000229,STILES UNIT,TX,2016,83.1185981836475,91.16068825330895,95.29699684143067,0,4,2,7,Drop
10000229,STILES UNIT,TX,2017,81.19628664548277,88.7510486039959,93.0001992034912,0,6,4,3,Drop
10000229,STILES UNIT,TX,2018,82.86947529276866,90.65019644440194,94.55899711608886,0,6,4,3,Drop
10000229,STILES UNIT,TX,2019,83.16330341432915,91.33847571826372,95.06839881896973,0,5,3,5,Drop
10000229,STILES UNIT,TX,2020,81.97906556363968,90.03450832054261,94.11259719848634,0,5,3,5,Drop
10000229,STILES UNIT,TX,2021,81.70648352748053,89.82116381848441,94.47259857177734,0,7,3,3,Drop
10000229,STILES UNIT,TX,2022,82.69906571419511,91.69478710362172,95.65339813232421,0,5,3,5,Drop
10000178,ESTES PRISON,TX,2000,82.88769665897867,94.44775403757563,102.51860076904298,1,4,3,6,Drop
10000178,ESTES PRISON,TX,2001,81.67586898725543,92.58622978398056,99.90500274658203,0,6,4,3,Drop
10000178,ESTES PRISON,TX,2002,80.97822151887613,91.99990208735234,97.33820236206054,0,6,3,4,Drop
10000178,ESTES PRISON,TX,2003,80.1714673175186,91.29937727881256,98.2579997253418,1,5,4,4,Drop
10000178,ESTES PRISON,TX,2004,79.11854100696375,89.60486871062731,94.94420181274414,0,4,3,6,Drop
10000178,ESTES PRISON,TX,2005,82.86099182269612,94.5845246768388,98.91860076904297,0,6,2,5,Drop
10000178,ESTES PRISON,TX,2006,82.7307869707952,94.81218044718759,102.21259719848634,0,4,4,5,Drop
10000178,ESTES PRISON,TX,2007,80.23918875084551,90.12332825269857,94.74800178527832,0,2,2,9,Drop
10000178,ESTES PRISON,TX,2008,81.615155777384,93.05260667331883,99.47480285644531,0,5,3,5,Drop
10000178,ESTES PRISON,TX,2009,81.85151640469911,92.74188514459327,100.97419975280762,0,6,5,2,Drop
10000178,ESTES PRISON,TX,2010,83.62436872075817,93.97016386125911,100.84460021972657,0,5,4,4,Drop
10000178,ESTES PRISON,TX,2011,86.48142632265561,99.06239352929789,104.74879722595215,0,5,3,5,Drop
10000178,ESTES PRISON,TX,2012,82.98293455624187,94.66065590655222,103.23140266418457,0,7,2,4,Drop
10000178,ESTES PRISON,TX,2013,82.5757951728633,94.08539353042353,100.88959815979004,0,5,3,5,Drop
10000178,ESTES PRISON,TX,2014,81.20233590094772,91.66999981989626,99.23720085144043,0,5,4,4,Drop
10000178,ESTES PRISON,TX,2015,83.01207371617926,93.9251639006568,98.69360214233399,0,4,3,6,Drop
10000178,ESTES PRISON,TX,2016,82.28698363694993,92.40460670033441,98.90239730834962,0,2,1,10,Drop
10000178,ESTES PRISON,TX,2017,80.965606454943,91.18104906551176,96.80179832458498,0,4,4,5,Drop
10000178,ESTES PRISON,TX,2018,83.86626228973513,94.4055573354002,101.2388020324707,0,4,3,6,Drop
10000178,ESTES PRISON,TX,2019,82.96449188404397,93.87632803995103,99.53060104370118,0,5,2,6,Drop
10000178,ESTES PRISON,TX,2020,81.35090987096075,92.04180344753577,98.7871981048584,1,3,3,7,Drop
10000178,ESTES PRISON,TX,2021,81.33261474312332,91.73122963201804,96.92239936828614,0,4,3,6,Drop
10000178,ESTES PRISON,TX,2022,85.05868841624653,96.53501612553826,102.90019920349121,0,7,3,3,Drop
10002731,TELFORD PRISON,TX,2000,80.28072142601012,92.91008219797102,101.78240074157716,0,3,2,8,Drop
10002731,TELFORD PRISON,TX,2001,79.3235492667214,89.84668859888298,97.43539840698243,0,4,4,5,Drop
10002731,TELFORD PRISON,TX,2002,80.66019674832707,91.80986894701347,97.08439758300781,0,3,3,7,Drop
10002731,TELFORD PRISON,TX,2003,78.88645908871635,89.4464099227405,97.79000274658205,0,5,4,4,Drop
10002731,TELFORD PRISON,TX,2004,78.15347535805623,88.6775737355967,93.93979736328126,0,4,4,5,Drop
10002731,TELFORD PRISON,TX,2005,82.08138505904404,94.49290131740885,99.20840019226075,0,6,3,4,Drop
10002731,TELFORD PRISON,TX,2006,79.81139353337834,92.03811492294568,100.6789998626709,0,3,3,7,Drop
10002731,TELFORD PRISON,TX,2007,79.74573772461692,89.49258998495633,94.97300247192383,0,3,3,7,Drop
10002731,TELFORD PRISON,TX,2008,78.72460649208945,88.94742620812087,97.22840019226075,2,3,2,8,Drop
10002731,TELFORD PRISON,TX,2009,78.75883605206602,88.62681971378014,97.67660255432129,0,6,5,2,Drop
10002731,TELFORD PRISON,TX,2010,82.44684431435631,93.58316409314267,100.3801971435547,0,3,3,7,Drop
10002731,TELFORD PRISON,TX,2011,84.20936886287126,98.20149174361934,105.07099739074707,4,3,3,7,Drop
10002731,TELFORD PRISON,TX,2012,80.8136393656496,93.24765584351584,100.20199890136719,0,5,3,4,Drop
10002731,TELFORD PRISON,TX,2013,80.56901645113206,92.55362298684042,99.10399848937989,0,5,2,6,Drop
10002731,TELFORD PRISON,TX,2014,78.34232785506332,88.82422942489876,94.91719879150392,0,6,3,4,Drop
10002731,TELFORD PRISON,TX,2015,81.03081978891716,92.5542133612711,98.52620208740234,0,4,3,6,Drop
10002731,TELFORD PRISON,TX,2016,81.62570504438682,92.28996726489457,98.22559898376464,0,3,3,7,Drop
10002731,TELFORD PRISON,TX,2017,78.86270480546796,88.81847530740211,94.33579887390137,0,4,3,6,Drop
10002731,TELFORD PRISON,TX,2018,81.50870480068393,91.99857359714197,97.48220153808593,0,8,3,2,Drop
10002731,TELFORD PRISON,TX,2019,81.26939338465205,91.55226220615575,97.5650006866455,0,6,3,4,Drop
10002731,TELFORD PRISON,TX,2020,79.09404913558338,88.65986875002504,94.23680313110351,0,8,4,1,Drop
10002731,TELFORD PRISON,TX,2021,79.91909833110748,90.43906558615262,95.77220016479492,0,5,3,5,Drop
10002731,TELFORD PRISON,TX,2022,81.99610655034174,93.71078686948684,101.48899848937988,2,5,4,4,Drop
10001265,COTTRELL HOUSE,TX,2000,82.51242621374914,93.98772130247023,101.67620208740234,3,5,3,5,Drop
10001265,COTTRELL HOUSE,TX,2001,81.27817211932822,91.90532786885247,99.62059967041016,0,6,4,3,Drop
10001265,COTTRELL HOUSE,TX,2002,81.03834426285789,91.72326232097191,97.1401985168457,0,4,4,5,Drop
10001265,COTTRELL HOUSE,TX,2003,80.37795069022256,91.18754079224635,99.33620002746582,1,6,3,4,Drop
10001265,COTTRELL HOUSE,TX,2004,79.19186882347357,89.38134409795035,94.8901978302002,0,4,4,5,Drop
10001265,COTTRELL HOUSE,TX,2005,83.21818848828802,94.9533770514316,99.44240211486817,0,6,2,5,Drop
10001265,COTTRELL HOUSE,TX,2006,83.432122949694,95.10667209625244,102.71300178527832,0,4,3,6,Drop
10001265,COTTRELL HOUSE,TX,2007,80.7638442836824,90.0905738267743,94.93339950561524,0,2,2,9,Drop
10001265,COTTRELL HOUSE,TX,2008,82.11207380763825,92.82834439512156,99.59540252685547,0,5,3,5,Drop
10001265,COTTRELL HOUSE,TX,2009,81.79072943671801,92.01229494126113,100.45400123596193,0,5,4,4,Drop
10001265,COTTRELL HOUSE,TX,2010,84.51559016899982,94.53081948639914,101.60419700622559,0,5,5,3,Drop
10001265,COTTRELL HOUSE,TX,2011,86.95318843341262,98.8533277574133,105.44719947814943,0,6,3,4,Drop
10001265,COTTRELL HOUSE,TX,2012,83.36307383521661,94.62347548750579,102.90560241699218,0,7,2,4,Drop
10001265,COTTRELL HOUSE,TX,2013,83.35340979216532,94.56814747794733,101.62040115356446,0,4,3,6,Drop
10001265,COTTRELL HOUSE,TX,2014,81.78836881840817,91.90518024006826,98.73680313110351,0,5,4,4,Drop
10001265,COTTRELL HOUSE,TX,2015,83.28096712221868,93.74206551411109,98.50460090637208,0,4,3,6,Drop
