"","FACILITYID","STATE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Missing_LST"
"36",10000676,"IL",36.33971108,35.89195046,3.66230054000003,33.53351666,35.52964034,34.88591324,30.63731438,35.71763144,31.10843147,35.9614502,32.12871044,37.6659028400001,31.73222012,35.49033311,34.505088845,37.7160338,38.39052308,40.18669259,36.42174356,31.6262615000001,37.000756148,39.869671235,36.07994156,37.568831072,32.52520076,35.813336,36.1566028657143,37.66818152,36.5623706685714,28.8576653,36.69670428,37.531916456,35.614179368,33.87152086,0
"37",10000677,"IL",44.67626186,39.52302704,-34.762795465,49.76569364,36.46105079,40.36158128,39.83976356,37.97523365,38.05726613,44.0434398714286,39.14761451,45.07104317,46.731859088,42.749182184,41.44281494,47.081693435,44.72715238,47.79520511,43.06067774,43.04073929,44.82133782,52.50865469,53.72717882,46.11980564,44.448109025,41.816746328,45.147094115,46.212320048,44.237900795,43.4848377457143,43.7206811257143,45.47436953,39.87223475,44.12254262,0
"38",10000678,"IL",32.9490352400001,38.42128526,34.74349574,40.7506658900001,39.91154198,39.690225185,39.41820776,39.0091847,37.95643454,40.384083245,37.51209194,41.46674108,46.493793995,41.351382905,39.038579672,40.62021146,42.444978404,42.6303327457143,38.647558184,41.31463919,40.53134294,41.30780315,48.3574694,41.6296667,40.31315933,40.87371461,42.356280785,38.54889134,41.803757852,41.343008756,42.03242339,36.86836484,37.826207978,36.6136409685715,0
"39",10000679,"IL",40.95574709,34.11116204,0.0223940750000224,49.2974249,39.66202652,41.047179125,38.32216268,38.88271796,37.82142275,41.46332306,38.02137692,43.94480558,47.544664244,43.11422672,39.0661517,47.073148385,44.78791718,46.545064295,42.592409,42.79805987,44.63467595,51.78232544,65.0408250200001,45.51367676,44.731804685,37.58159168,44.813837165,46.548482315,46.124647835,43.3822971457143,44.83292111,47.789223575,43.19891766,45.008493404,0
"40",10000680,"IL",42.33833618,34.41080846,0.347960480000012,44.19773906,39.46207235,41.19159047,37.60266947,36.97717181,36.81652487,41.7079556342857,37.3001747,42.32637311,48.674490755,41.66327723,38.79954614,47.78666006,42.723205232,46.324602005,40.55185106,41.621235584,41.23317638,48.89751656,47.93477426,45.9591587,43.728615815,36.954100175,43.79099468,44.55663116,43.9254368,40.7987623142857,43.0107095428572,44.19261203,38.73289475,39.29288036,0
"41",10000682,"IL",29.43531068,32.720882405,26.95041014,33.81892133,32.0079404,35.17416626,35.72446748,30.04143956,32.62432334,31.84615412,40.676494856,49.9810289,46.657858955,46.39552592,42.793616444,43.04016962,45.19409189,47.92907756,42.585800828,47.87666792,46.30836641,43.2987998,52.70746952,46.46844368,45.71306126,48.12504404,48.18884708,44.82095804,48.94878686,47.2154234675,45.5039109885714,41.87690348,40.40639532,41.0609732771429,0
"42",10000683,"IL",47.13040022,41.4359789,18.67994108,49.23931856,35.43393578,45.63672548,42.74508056,40.76433797,41.15741027,47.4136075914286,41.1915904700001,44.33958689,48.536060945,46.104310616,43.26120158,50.64868214,45.383792,49.40167451,44.32591481,46.09929752,48.0571108925,54.51332342,59.25411716,50.9380745,49.460635355,44.60220476,50.913293855,51.08163134,50.75065307,48.6138209,47.310700775,48.582204215,41.9431276175,42.06603392,0
"43",10000685,"IL",41.26849592,41.014195232,8.89642850000002,42.738928124,38.525193068,45.39575507,39.7269689,41.50946633,40.65837935,43.260859778,41.122204664,42.55196243,48.280905752,44.0366648675,43.6239999885714,46.34710397,44.431189826,46.25272864,46.00017494,44.622257144,48.235275185,54.1378295085714,54.455900684,48.599465216,49.342713665,46.0446092,50.3594525428572,49.2075798028572,48.75471928,49.402699916,49.63770778,48.5083505685715,46.65016841,44.3545882,0
"44",10000687,"IL",47.92679888,44.57030324,-115.45797514,48.95391389,39.0946352,44.953975985,42.07685765,41.664131735,45.17187476,49.156431575,42.5810156,44.05760024,47.211749096,48.623220455,44.41421366,50.52335474,48.56938664,51.07821332,50.34333902,48.29993273,49.68366116,48.62749298,57.37420616,53.5186796,43.75339646,48.85820933,53.127658112,50.889367715,54.36805757,49.54751003,49.92292256,46.92417968,45.64697954,45.785067548,0
"45",10000688,"IL",54.25013588,41.56016696,-44.57051902,42.465657425,35.75693867,44.559365576,39.76456712,39.955292636,38.722754624,46.3882626275,40.074239732,44.049909695,47.329499885,45.9326283542857,41.29584008,47.81856158,44.0810991275,49.5010412342857,42.3588443,36.4232084257143,41.49180656,39.75089504,55.87768307,47.186455748,39.8133959771429,39.7641398675,43.9879580825,44.291392808,40.705377125,41.4088976646154,40.28410616,41.007359192,41.47642547,41.6884851275,0
"46",10000689,"IL",38.56655111,35.95347482,-62.08217482,36.75101282,36.5311202,36.94811864,33.306788,30.9939278,33.852247025,39.3281999,34.50423434,33.0276497,42.112063256,38.71010795,33.27374714,38.54091596,36.64049684,40.447487516,38.94595133,38.14670432,35.374462232,35.92954868,48.35063336,40.41569993,35.86688498,34.877482124,40.645732676,39.8807798,38.111612648,36.751240688,42.70235531,35.79852458,37.4368955,34.5496451771429,0
"47",10000694,"IL",41.98058342,43.9189262857143,-49.25263675,43.844999396,37.73995994,40.91530052,37.21301519,38.32216268,40.17359018,45.1859740925,40.944467624,39.490271015,44.0290131636364,47.61291071,42.27966017,45.880088504,46.2066026327273,47.94104063,45.8149508085714,45.4701746872728,48.50292514,45.05224406,51.49521176,48.9670163,44.36693105,47.68070144,49.1226786275,50.50930288,49.2261347685714,48.23954771,46.59889811,47.11843715,46.44964457,44.78108114,0
"48",10000695,"IL",39.97990238,44.3032093914286,-52.24340425,43.74371207,38.259954716,41.2733788057143,39.53214176,38.21221637,39.999555995,45.37695596,41.38356926,40.618217615,44.2095467654546,43.20138623,39.927264872,44.258408915,40.958823308,43.697340932,41.76410882,41.39496266,46.6366516945455,41.534246975,52.29161042,43.670509475,40.64812529,40.6485525425,41.27419262,41.8696401875,42.1024928,40.22941784,40.90276778,40.77933928,39.47023762,38.939001356,0
"49",10000696,"IL",36.95153666,43.30563584,-54.44460913,38.98241021,36.56871842,37.9495985,37.688461772,35.0550238485715,35.727030995,42.369440162,38.79897647,40.01920961,42.6779630763636,41.58523244,36.282288344,39.51505166,38.448857288,40.0839621,37.6595550885715,38.038125218,43.431077174,37.700937545,47.56277975,41.1454472,35.619876068,39.6869292371429,39.15217187,38.18487221,40.1737529428571,37.557209804,39.599134952,39.5402595575,38.4772553375,37.28365427,0
"50",10000941,"MO",38.14442564,38.91348014,28.59675644,39.1629956,45.66065162,38.74485782,41.64447812,39.39428162,44.36180402,46.94582714,43.87302716,40.29322088,44.3925662,41.06227538,40.84466144,46.73049188,44.976364016,46.17791198,41.065465532,41.49636392,49.09917974,49.14019598,49.32306005,46.21892822,42.19250066,44.35154996,46.208902028,45.406350932,53.52893366,50.5279121,47.434604,46.64162336,41.33514731,41.45154988,0
"51",10000942,"MO",35.46469796,40.098678575,23.99496218,39.25870016,34.83236426,36.07082684,46.74416396,42.70862168,44.07127232,48.1808717,46.02979778,44.2045751,47.1554657,43.16093966,45.311159075,48.629543792,49.278283988,46.37672681,41.190565064,45.42252956,49.6392269,44.613882995,53.53804838,45.99789626,45.84009767,48.8530823,43.844828495,46.28614928,48.88042646,50.16560198,46.02637976,47.38675172,42.016187795,48.50444426,0
"52",10000976,"OH",34.17097739,41.506902815,23.02652318,37.56507125,33.03106772,37.6590668,34.50765236,34.617029,43.62009368,38.56313309,36.34996514,42.511800695,43.922246648,41.09759492,36.53795624,45.229126595,40.81731728,42.04096844,40.19694665,44.04392816,48.671072735,45.182983325,48.75908675,39.65519048,42.339190685,42.658262852,42.98434196,46.1699366,46.29982136,42.87306642,49.751337956,45.15820268,39.87736178,40.86687857,0
"53",10000978,"OH",26.87179568,37.13098271,28.28001992,30.2077832,19.91612498,33.365179175,30.90505928,40.88225966,33.64631132,43.52552846,39.3338966,42.63114656,42.96041582,37.57703432,38.26633502,47.548765868,43.81662983,43.62579038,39.81071039,42.4442948,44.581240904,42.44258579,NA,44.52814766,45.6230534,37.41467837,45.75065948,41.525701925,41.07879581,38.4746918225,45.7314534628572,41.20013552,49.1021094714286,43.380490478,1
"54",10000980,"OH",33.0276497,44.35667699,26.05830692,41.16595532,37.44714956,39.26895422,37.99403276,40.24992596,37.68299294,41.9315918,35.40488261,41.0730473218182,47.11824726,39.65519048,35.39633756,41.2834497575,38.81948459,44.210043932,40.4042251485714,43.01681315,42.104543612,40.06478321,49.21026539,38.35862156,38.19189814,40.037154215,41.01898046,35.1468221,40.01237357,36.77721764,39.99300479,37.35372368,36.8729222,35.39975558,0
"55",10000981,"OH",26.33174852,38.786158895,21.8985765800001,29.37378632,29.65406396,33.3352715,30.40261034,32.81003576,33.9448184,39.8164588781818,36.48497693,41.64447812,44.931246152,39.6073382000001,37.72970588,41.9439821225,39.69449771,43.002799268,41.236879235,45.80420846,43.69870814,41.11354568,51.6957356,40.6166306771429,40.44513288,39.113092508,43.2133493,36.37958798,42.3266172542857,38.754200408,42.898036955,39.61588325,38.782171205,36.50206703,0
"56",10000982,"OH",32.395316,41.8803215,29.45923682,37.87782008,38.34096179,37.52006732,35.80991798,34.70020082,36.5778331400001,39.7412624381818,39.5742973400001,38.090762726,40.26929474,38.344721612,32.41012742,44.09178044,38.676269552,42.22668086,43.6503675714286,51.45761354,47.029910432,44.4785049885715,50.77628822,41.1781625342857,40.34904854,41.910229175,44.32762382,39.367222295,44.30027966,42.31782806,47.4726905085715,43.8139442428572,40.8150386,36.5799490571429,0
"57",10000983,"OH",NA,40.03800872,28.25096675,36.85754111,36.94299161,36.63024278,27.34690046,44.96337554,40.356739085,41.6732871457143,39.78621458,40.4832835072728,41.2228187436364,39.81925544,39.0433649,46.12892036,40.59229763,42.821131505,44.5408228175,14.33449832,49.0239833,44.23647662,46.65871346,39.042510395,42.18756352,43.009122605,41.68834271,41.8803215,46.64504138,41.106481772,43.2387403057143,42.48531104,40.605115205,38.498475545,1
"58",10000984,"OH",33.66681944,48.52950974,31.72196606,40.4413350800001,40.39690082,41.55731861,39.23477402,35.92613066,41.32318424,40.6820613457143,39.0946352,40.98195191,43.205146052,39.10830728,34.43416493,42.631431395,37.78553354,43.65940091,41.63422406,46.01954372,46.1870267,41.660201012,51.52597394,39.52416638,40.43279003,36.68265242,38.94936935,36.83190596,40.71363734,39.92521406,40.541597,39.15558989,39.98958677,35.573220095,0
"59",10000988,"WI",27.37766264,28.23216764,27.621196565,26.35909268,24.700498475,27.35145782,26.9025578600001,30.8401169,NA,29.9571284,25.9831104800001,32.46139772,34.0271764057143,32.229200228,33.58706564,31.26053336,33.124721468,32.8958117857143,32.5066457942857,31.11014048,33.456269408,33.1716948285715,33.742699484,30.68972402,28.38085151,35.44418984,32.46709442,32.478032084,33.50104547,31.16539847,33.76879037,32.33663999,31.46713368,29.7419559028572,1
"60",10000990,"WI",35.043426995,34.860562925,19.37607782,33.48794306,30.01124705,38.82290261,33.74315522,33.111732992,38.29823654,38.2800071,34.59822989,39.17894636,34.8410992,39.9125185571429,34.6380254085714,39.8514824857143,39.0990297971429,43.490493755,38.3421825114286,38.42128526,34.5125895,40.13428295,41.38356926,37.50411656,38.26063832,39.382432484,38.30165456,37.095948005,39.6136859514286,37.506110405,38.225603615,37.2962683914286,36.9071024,31.893550664,0
