,FACILITYID,STATE,Year,Mean_LST,Mean_LST_F
116,10001123,SD,1990,32.9073349796181,91.23320296331258
117,10001125,SD,1990,33.6252452082591,92.52544137486638
118,10001126,SD,1990,33.9557354564635,93.1203238216343
119,10001128,SD,1990,35.5190894884926,95.93436107928667
120,10001318,MN,1990,23.4669601769936,74.24052831858847
121,10001319,MN,1990,28.4289531966513,83.17211575397235
122,10001320,MN,1990,32.8154670890815,91.06784076034671
123,10001322,MN,1990,25.3825696955588,77.68862545200585
124,10001324,MN,1990,31.4873741388256,88.67727344988609
125,10001325,MN,1990,33.6283025165894,92.53094452986093
126,10001330,MN,1990,36.1060327545258,96.99085895814645
127,10001331,MN,1990,33.2707391398694,91.88733045176491
128,10001333,MN,1990,30.6082686417485,87.0948835551473
129,10001337,MN,1990,30.508565015318,86.9154170275724
130,10001341,MI,1990,30.8745057406576,87.57411033318368
131,10001342,MI,1990,28.8991283284309,84.01843099117562
132,10001345,MI,1990,28.5596401045429,83.40735218817721
133,10001346,MI,1990,27.0734306164776,80.73217510965969
134,10001347,MI,1990,,
135,10001357,MI,1990,32.7983187455003,91.03697374190054
136,10001361,MI,1990,41.0842505688475,105.9516510239255
137,10001362,MI,1990,35.8215574012705,96.47880332228691
138,10001364,MI,1990,31.5204658227103,88.73683848087853
139,10001366,MI,1990,25.4616538486332,77.83097692753977
140,10001375,MI,1990,33.5865638683991,92.45581496311837
141,10001376,MI,1990,34.5539800409559,94.19716407372061
142,10001382,MI,1990,30.6538031680181,87.17684570243259
143,10001384,MI,1990,26.5036506062011,79.70657109116198
144,10001386,MI,1990,30.5130108617175,86.9234195510915
145,10001387,MI,1990,30.6700845118842,87.20615212139157
146,10001389,MI,1990,25.6370114438338,78.14662059890084
147,10001470,IL,1990,36.3104738409859,97.35885291377463
148,10001606,MO,1990,32.5886209342511,90.65951768165198
149,10001608,MO,1990,36.18000507363,97.124009132534
150,10001609,MO,1990,38.0547524054632,100.49855432983375
151,10001612,MO,1990,35.7670866591054,96.38075598638973
152,10001614,MO,1990,32.5205137224324,90.53692470037831
153,10001615,MO,1990,34.0944332309711,93.36997981574798
154,10001616,MO,1990,43.0182595449632,109.43286718093377
155,10001617,MO,1990,35.1414930008539,95.25468740153701
156,10001618,MO,1990,33.4640413045912,92.23527434826416
157,10001619,MO,1990,37.5299431141078,99.55389760539404
158,10001622,MO,1990,33.4578307587671,92.22409536578078
159,10001624,MO,1990,36.6638202192626,97.99487639467267
160,10001626,MO,1990,31.7318391414627,89.11731045463287
161,10001630,MO,1990,42.6166915222229,108.71004474000122
162,10001631,MO,1990,38.7764197143045,101.7975554857481
163,10001632,MO,1990,34.8272590909907,94.68906636378327
164,10001633,MO,1990,37.3993873197028,99.31889717546504
165,10001636,MO,1990,35.2205039389973,95.39690709019513
166,10001696,WI,1990,32.5055592924412,90.51000672639415
167,10001697,WI,1990,31.2000732543953,88.16013185791154
168,10001738,NE,1990,35.5621435337783,96.01185836080094
169,10001739,NE,1990,32.3436673362515,90.2186012052527
170,10001742,NE,1990,28.6978341324294,83.65610143837293
171,10001743,NE,1990,36.4318571267231,97.57734282810159
172,10001825,KS,1990,33.5841874985842,92.45153749745157
173,10001826,KS,1990,33.7995565266562,92.83920174798115
174,10001830,KS,1990,41.0492551647438,105.88865929653883
175,10001831,KS,1990,43.6169381395094,110.51048865111693
176,10001832,KS,1990,43.4773480560628,110.25922650091304
177,10001852,IA,1990,27.4139635122703,81.34513432208655
178,10001853,IA,1990,32.8146119011861,91.06630142213498
179,10001856,IA,1990,39.4984320865147,103.09717775572646
180,10001861,IA,1990,32.6872029607974,90.83696532943532
181,10001862,IA,1990,33.0013128452339,91.40236312142102
182,10001863,IA,1990,32.7650178405906,90.97703211306307
183,10001866,IA,1990,30.3539212921786,86.63705832592149
184,10001867,IA,1990,35.6418013383531,96.15524240903558
185,10001869,IA,1990,33.3062064136902,91.95117154464236
186,10001871,IA,1990,35.5592446743101,96.00664041375818
187,10002084,MI,1990,30.9463871647872,87.70349689661697
188,10002088,MI,1990,39.5648659122006,103.21675864196109
189,10002258,IL,1990,33.2521164602018,91.85380962836324
190,10002259,IL,1990,40.3857210566157,104.69429790190826
191,10002405,MO,1990,33.4622076971142,92.23197385480557
192,10002425,OH,1990,32.4512629158958,90.41227324861245
193,10002428,OH,1990,30.4932374361241,86.88782738502339
194,10002431,OH,1990,35.4310856741437,95.77595421345868
195,10002432,OH,1990,35.1084226040612,95.19516068731016
196,10002436,OH,1990,37.4018148055475,99.32326664998551
197,10002517,WI,1990,33.1419586804694,91.65552562484493
198,10002522,WI,1990,28.0804038079707,82.54472685434726
199,10002537,WI,1990,25.4580067408745,77.8244121335741
200,10002556,WI,1990,25.8281850458836,78.49073308259048
201,10002558,WI,1990,28.4474434762167,83.20539825719007
202,10002560,WI,1990,33.429372537169,92.17287056690421
203,10002564,WI,1990,30.6162169237825,87.1091904628085
204,10002565,WI,1990,35.7807069407867,96.40527249341606
205,10002568,WI,1990,32.3754094182847,90.27573695291245
206,10002569,WI,1990,32.5729307651469,90.63127537726442
207,10002570,WI,1990,33.0929706242255,91.56734712360591
208,10002571,WI,1990,34.4293887393874,93.97289973089732
209,10002579,WI,1990,32.6824960800014,90.82849294400252
210,10002591,WI,1990,26.3905232016052,79.50294176288935
211,10002600,WI,1990,,
212,10002605,WI,1990,,
213,10002607,WI,1990,,
214,10002608,WI,1990,,
215,10002613,WI,1990,,
216,10002656,IA,1990,37.8675792578776,100.16164266417968
217,10002657,SD,1990,39.1659929761196,102.49878735701527
218,10002658,SD,1990,36.3493913852179,97.42890449339222
219,10003017,MN,1990,33.6846187111578,92.63231368008405
220,10003342,OH,1990,24.202728959311,75.5649121267598
221,10003348,OH,1990,37.6271209307359,99.72881767532462
222,10003350,OH,1990,28.2500977693703,82.85017598486654
223,10003352,OH,1990,37.6651261807112,99.79722712528016
224,10003354,OH,1990,25.3622908202304,77.65212347641472
225,10003356,OH,1990,27.3689053948657,81.26402971075825
226,10003357,OH,1990,27.2784605461064,81.10122898299151
227,10003362,OH,1990,24.7943978758783,76.62991617658093
228,10003363,OH,1990,23.1626128106389,73.69270305915002
229,10003365,OH,1990,,
230,10003367,OH,1990,35.634707445538,96.1424734019684
231,10003369,OH,1990,24.9141116528623,76.84540097515213
232,10003370,OH,1990,25.9983347997939,78.79700263962903
233,10003372,OH,1990,20.955028933271,69.7190520798878
234,10003376,OH,1990,,
235,10003377,OH,1990,,
236,10003378,OH,1990,,
237,10003383,OH,1990,28.7638503972612,83.77493071507016
238,10003385,OH,1990,26.7479757011555,80.1463562620799
239,10003386,OH,1990,25.7013362521051,78.26240525378918
240,10003387,OH,1990,33.9042330868421,93.02761955631578
241,10003389,OH,1990,33.2116979365301,91.78105628575418
242,10003390,OH,1990,26.7093981753048,80.07691671554863
243,10003392,OH,1990,29.8009714892965,85.64174868073371
244,10003397,OH,1990,29.5090081822162,85.11621472798916
245,10003398,OH,1990,26.5057661558459,79.71037908052261
246,10003405,OH,1990,27.271090549269,81.08796298868421
247,10003411,OH,1990,,
248,10003412,OH,1990,,
249,10003413,OH,1990,,
250,10003414,OH,1990,31.4720099387132,88.64961788968375
251,10003415,OH,1990,28.2001912049739,82.76034416895303
252,10003419,OH,1990,30.0493521066356,86.08883379194407
253,10003424,OH,1990,,
254,10003425,OH,1990,,
255,10003432,OH,1990,31.2752884344582,88.29551918202476
256,10003433,OH,1990,31.2761411668505,88.29705410033091
257,10003434,OH,1990,27.4165357243802,81.34976430388437
258,10003444,OH,1990,36.8741816180667,98.37352691252006
259,10003601,ND,1990,,
260,10003602,ND,1990,,
261,10003603,ND,1990,34.9167852085073,94.85021337531313
262,10003607,ND,1990,36.1631300251375,97.0936340452475
263,10003824,MI,1990,31.136035453814,88.0448638168652
264,10003826,MI,1990,35.8883522835675,96.5990341104215
265,10003834,MI,1990,40.0176318563175,104.0317373413715
266,10003846,MI,1990,30.4183713763512,86.75306847743215
267,10004043,MO,1990,31.675209803714,89.01537764668521
268,10004054,MO,1990,34.6802758382856,94.42449650891409
269,10004060,MO,1990,41.4159479175917,106.54870625166507
270,10004065,MO,1990,37.1707750858188,98.90739515447385
271,10004068,MO,1990,32.8352604745363,91.10346885416533
272,10004125,NE,1990,31.9123277900789,89.44219002214203
273,10004126,NE,1990,33.8816495904937,92.98696926288866
274,10004137,NE,1990,32.3036001334112,90.14648024014016
275,10004138,NE,1990,33.0077818437239,91.41400731870301
276,10004139,NE,1990,31.3864474739063,88.49560545303135
277,10004694,IL,1990,32.4949181260545,90.4908526268981
278,10004714,IL,1990,36.1534122263803,97.07614200748453
279,10004724,IL,1990,36.856812054633,98.3422616983394
280,10004732,IL,1990,34.2889458061791,93.72010245112239
281,10004734,IL,1990,37.1001317491421,98.78023714845578
282,10004812,KS,1990,35.4203014096833,95.75654253742994
283,10004852,KS,1990,41.1618813345292,106.09138640215257
284,10004895,IN,1990,23.1260539558744,73.62689712057391
285,10004913,IN,1990,29.4073650230381,84.93325704146858
286,10004916,IN,1990,33.7734853839262,92.79227369106715
287,10004920,IN,1990,29.2350134962928,84.62302429332703
288,10004921,IN,1990,30.199703057585,86.35946550365301
289,10004922,IN,1990,30.6141663805089,87.10549948491602
290,10004923,IN,1990,34.6413772633044,94.35447907394791
291,10004952,IA,1990,41.6245499678808,106.92418994218545
292,10005599,IN,1990,36.1285732354036,97.03143182372648
293,10005600,IN,1990,35.2891015557573,95.52038280036314
294,10005639,IA,1990,36.781806288221,98.2072513187978
295,10005856,MO,1990,35.5614021406028,96.01052385308505
296,10005949,OH,1990,32.1298693190869,89.83376477435642
297,10005978,OH,1990,26.2974004205544,79.33532075699793
298,10005985,OH,1990,,
299,10006185,OH,1990,31.594308464101,88.8697552353818
300,10006186,OH,1990,34.453160430292,94.01568877452561
301,10006196,KS,1990,35.0390529089231,95.07029523606158
302,10006209,IL,1990,36.0066353899183,96.81194370185294
303,10006210,IL,1990,30.7017899649436,87.26322193689847
304,10006211,MN,1990,30.2682230458905,86.4828014826029
305,10006290,KS,1990,35.136882634572,95.2463887422296
306,10006309,IN,1990,28.2114057739824,82.78053039316832
307,10006349,OH,1990,31.3824747953859,88.48845463169462
308,10006350,IL,1990,30.5905923495213,87.06306622913834
309,10006351,IL,1990,30.2519259348667,86.45346668276007
310,10006352,IL,1990,32.5370067612974,90.56661217033532
311,10006383,IN,1990,33.1293758034594,91.63287644622693
312,10006508,IL,1990,34.3690012659487,93.86420227870767
313,10006512,MI,1990,26.2341468759621,79.22146437673177
314,10006542,IA,1990,30.5787347977683,87.04172263598294
315,10006549,MN,1990,30.5529680499272,86.99534248986896
316,10006565,MO,1990,35.9178026190201,96.65204471423618
317,10006587,ND,1990,,
318,10006588,ND,1990,32.1958076120464,89.95245370168352
319,10006593,NE,1990,30.9962670710544,87.79328072789792
320,10006595,NE,1990,34.8340549187389,94.70129885373002
321,10006623,OH,1990,29.210144870511,84.57826076691981
322,10006624,OH,1990,,
323,10006979,IL,1990,35.9673775078958,96.74127951421244
324,10007020,MN,1990,24.6599281475226,76.38787066554067
325,10000092,VT,1990,27.6519511877021,81.77351213786378
326,10000094,VT,1990,25.4856435875915,77.87415845766469
327,10000095,VT,1990,31.75647928934,89.161662720812
328,10000100,ME,1990,,
329,10000281,MA,1990,,
330,10000282,MA,1990,,
331,10000699,DE,1990,35.2820788888549,95.50774199993882
332,10000701,DE,1990,35.0215078592921,95.03871414672578
333,10000704,DE,1990,32.1258066585996,89.82645198547928
334,10000706,DE,1990,32.5834300618483,90.65017411132693
335,10000707,DE,1990,34.3174265279395,93.7713677502911
336,10000709,PA,1990,22.8552182129012,73.13939278322216
337,10000712,PA,1990,28.7998648659791,83.83975675876238
338,10000713,PA,1990,26.0623739492808,78.91227310870545
339,10000718,PA,1990,33.1556239766902,91.68012315804236
340,10000719,PA,1990,31.3381950098212,88.40875101767816
341,10000720,PA,1990,38.8837639257253,101.99077506630553
342,10000721,PA,1990,25.676257496643,78.2172634939574
343,10000728,PA,1990,39.139317038466,102.45077066923879
344,10000733,PA,1990,34.7239076203611,94.50303371664998
345,10000737,PA,1990,28.3099211970661,82.95785815471898
346,10000744,NY,1990,32.2963937469889,90.13350874458001
347,10000745,NY,1990,38.5363108679817,101.36535956236706
348,10000750,NY,1990,33.5092976315943,92.31673573686975
349,10000751,NY,1990,34.8751130867405,94.77520355613291
350,10000754,NY,1990,27.2836646420235,81.1105963556423
351,10000756,NY,1990,33.3879764162492,92.09835754924856
352,10000757,NY,1990,30.9758835967851,87.75659047421317
353,10000759,NY,1990,32.1944733771589,89.95005207888602
354,10000760,NY,1990,32.2968194114474,90.13427494060532
355,10000761,NY,1990,32.4505007236261,90.41090130252698
356,10000763,NY,1990,33.8889804049217,93.00016472885906
357,10000770,NJ,1990,34.8873975088377,94.79731551590785
358,10000917,MD,1990,36.6141024114019,97.90538434052343
359,10000918,MD,1990,35.5055892617023,95.91006067106414
360,10000919,MD,1990,33.7853869804729,92.81369656485123
361,10000926,CT,1990,36.2453701262336,97.24166622722049
362,10000927,CT,1990,27.4475330149653,81.40555942693754
363,10000928,CT,1990,31.3565348562014,88.44176274116252
364,10000929,CT,1990,26.2523690201853,79.25426423633354
365,10000931,CT,1990,28.4944460222088,83.29000283997584
366,10000933,CT,1990,24.4349842542346,75.98297165762227
367,10000934,CT,1990,25.5930971890938,78.06757494036884
368,10000935,CT,1990,33.5868809826092,92.45638576869656
369,10000937,CT,1990,29.0873156002281,84.35716808041059
370,10001116,VT,1990,26.2568051874612,79.26224933743016
371,10001162,ME,1990,29.8287172641527,85.69169107547486
372,10001163,ME,1990,,
373,10001165,ME,1990,,
374,10001392,MA,1990,,
375,10001393,MA,1990,31.0532786967326,87.89590165411869
376,10001396,MA,1990,25.1125580501589,77.20260449028602
377,10001401,MA,1990,,
378,10001404,MA,1990,30.2206421305541,86.39715583499739
379,10001408,MA,1990,,
380,10001484,PA,1990,30.5867477493695,87.0561459488651
381,10001489,PA,1990,32.8810128710871,91.18582316795678
382,10001496,NY,1990,28.5345897137456,83.36226148474208
383,10001504,NY,1990,34.3837690643602,93.89078431584836
384,10001507,NY,1990,38.8299600172613,101.89392803107035
385,10001516,NJ,1990,33.8722108794238,92.96997958296284
386,10001518,NJ,1990,33.1203291460897,91.61659246296146
387,10001519,NJ,1990,32.1093682560635,89.7968628609143
388,10001520,NJ,1990,35.8219345687006,96.47948222366108
389,10001542,MD,1990,35.8741297529045,96.5734335552281
390,10001543,MD,1990,33.2371888199811,91.82693987596599
391,10001546,MD,1990,36.6328388025879,97.93910984465822
392,10001547,MD,1990,37.0515244238751,98.69274396297519
393,10001548,MD,1990,36.1447967690768,97.06063418433824
394,10001550,MD,1990,37.4596157785708,99.42730840142744
395,10001552,MD,1990,35.6432502313343,96.15785041640174
396,10001553,MD,1990,37.7325108468914,99.91851952440453
397,10001555,MD,1990,37.3935438626363,99.30837895274534
398,10001556,MD,1990,31.2415129658453,88.23472333852155
399,10001557,MD,1990,30.370998069417,86.6677965249506
400,10001558,MD,1990,32.1886485926602,89.93956746678836
401,10001559,MD,1990,30.7632658019209,87.37387844345763
402,10001560,MD,1990,32.4183890371049,90.35310026678883
403,10001567,MD,1990,32.816143032973,91.0690574593514
404,10001569,MD,1990,34.1640787738418,93.49534179291524
405,10001570,MD,1990,30.8547071048991,87.53847278881838
406,10001605,CT,1990,30.0890667823036,86.16032020814649
407,10001721,RI,1990,,
408,10001737,NH,1990,28.0454615868691,82.48183085636438
409,10001913,VT,1990,21.7066180525518,71.07191249459325
410,10001914,VT,1990,29.4711989020994,85.04815802377891
411,10001918,VT,1990,29.8860155226064,85.79482794069152
412,10001938,ME,1990,32.4004857840046,90.32087441120828
413,10002095,MA,1990,,
414,10002097,MA,1990,,
415,10002098,MA,1990,,
416,10002101,MA,1990,,
417,10002260,DE,1990,29.4738127275484,85.05286290958712
418,10002262,DE,1990,26.9876220427069,80.57771967687242
419,10002281,NY,1990,33.6123097526157,92.50215755470826
420,10002287,NY,1990,33.4313413406104,92.17641441309873
421,10002290,NY,1990,32.8923741340044,91.20627344120791
422,10002294,NY,1990,36.3867183303579,97.49609299464423
423,10002298,NJ,1990,35.2937433559269,95.52873804066843
424,10002300,NJ,1990,33.2702841640556,91.88651149530008
425,10002301,NJ,1990,33.0803752987309,91.54467553771562
426,10002305,NJ,1990,32.3633503145666,90.25403056621988
427,10002359,MD,1990,29.2097957806806,84.57763240522507
428,10002364,MD,1990,32.3202478728719,90.17644617116943
429,10002399,CT,1990,30.3614221505276,86.65055987094968
430,10002400,CT,1990,35.5977012075999,96.07586217367982
431,10003047,PA,1990,33.029314096662,91.4527653739916
432,10003048,PA,1990,29.9539875029989,85.91717750539803
433,10003052,PA,1990,,
434,10003054,PA,1990,31.815844930354,89.2685208746372
435,10003056,PA,1990,30.0679161101645,86.1222489982961
436,10003062,PA,1990,36.4872351513567,97.67702327244206
437,10003064,PA,1990,26.6402550767441,79.95245913813937
438,10003066,PA,1990,28.0061677202408,82.41110189643345
439,10003067,PA,1990,26.280551394077,79.3049925093386
440,10003068,PA,1990,26.860133632727,80.3482405389086
441,10003069,PA,1990,35.2110250056909,95.37984501024363
442,10003070,PA,1990,32.1458682603428,89.86256286861705
443,10003073,PA,1990,20.6082703857611,69.09488669436998
444,10003074,PA,1990,30.0211750545449,86.03811509818082
445,10003075,PA,1990,27.1472542723932,80.86505769030776
446,10003076,PA,1990,26.1564690166701,79.08164423000619
447,10003077,PA,1990,27.4562272958156,81.42120913246808
448,10003082,PA,1990,36.297829512452,97.3360931224136
449,10003083,PA,1990,30.4307421282834,86.77533583091011
450,10003084,PA,1990,30.6245486130825,87.1241875035485
451,10003107,PA,1990,31.9951443969692,89.59125991454457
452,10003109,PA,1990,26.5487118493406,79.78768132881308
453,10003116,PA,1990,38.4640295560669,101.23525320092041
454,10003117,PA,1990,36.5679403833706,97.82229269006707
455,10003121,PA,1990,28.7643435934211,83.77581846815798
456,10003122,NY,1990,34.0001450170676,93.20026103072169
457,10003124,NY,1990,33.8895276257926,93.00114972642669
458,10003125,NY,1990,33.5690199805238,92.42423596494284
459,10003127,NY,1990,27.0388416988548,80.66991505793864
460,10003128,NY,1990,29.4541163175798,85.01740937164364
461,10003130,NY,1990,25.1621625238621,77.29189254295179
462,10003131,NY,1990,34.7494794842919,94.54906307172543
463,10003132,NY,1990,33.5526554275781,92.39477976964059
464,10003134,NY,1990,27.343028691586,81.2174516448548
465,10003135,NY,1990,25.5550352073104,77.99906337315872
466,10003136,NY,1990,24.5788950753476,76.24201113562569
467,10003138,NY,1990,36.0945426383396,96.97017674901127
468,10003140,NY,1990,32.8160526909282,91.06889484367076
469,10003141,NY,1990,34.2380830986393,93.62854957755074
470,10003144,NY,1990,35.3993188867071,95.71877399607278
471,10003145,NY,1990,31.6651650568923,88.99729710240614
472,10003148,NY,1990,34.2909980016105,93.7237964028989
473,10003149,NY,1990,34.3572559099821,93.84306063796778
474,10003152,NY,1990,35.2461248982068,95.44302481677224
475,10003156,NY,1990,,
476,10003165,NY,1990,32.7898268798737,91.02168838377267
477,10003166,NY,1990,29.2009564205497,84.56172155698945
478,10003167,NY,1990,29.0618302149874,84.31129438697732
479,10003170,NY,1990,31.9479258543173,89.50626653777114
480,10003175,NY,1990,31.8434410381157,89.31819386860826
481,10003188,NY,1990,33.3287330204467,91.99171943680406
482,10003189,NY,1990,33.0373274904307,91.46718948277527
483,10003192,NY,1990,34.873682869102,94.7726291643836
484,10003193,NY,1990,34.7365465403234,94.52578377258212
485,10003195,NY,1990,36.8278371308845,98.2901068355921
486,10003196,NY,1990,34.8412693992554,94.71428491865973
487,10003197,NY,1990,34.4159013110497,93.94862235988947
488,10003198,NY,1990,30.4908702610118,86.88356646982123
489,10003199,NY,1990,30.5161384083341,86.92904913500138
490,10003200,NY,1990,38.0145426642845,100.4261767957121
491,10003201,NY,1990,36.6720804192181,98.00974475459257
492,10003202,NY,1990,33.2224973054391,91.80049514979038
493,10003203,NY,1990,24.1338557673,75.44094038114
494,10003204,NY,1990,30.2619846088647,86.47157229595646
495,10003208,NY,1990,28.9481942005025,84.10674956090449
496,10003209,NY,1990,32.9014821200042,91.22266781600756
497,10003227,NY,1990,42.2573429746995,108.0632173544591
498,10003229,NY,1990,40.3759799495431,104.67676390917758
499,10003233,NY,1990,36.0316898568232,96.85704174228177
500,10003235,NY,1990,35.516859584269,95.9303472516842
501,10003551,RI,1990,,
502,10003554,RI,1990,,
503,10003556,RI,1990,,
504,10003557,RI,1990,,
505,10003558,RI,1990,,
506,10003559,RI,1990,,
507,10003561,RI,1990,,
508,10003990,NJ,1990,36.6150378147869,97.90706806661643
509,10003993,NJ,1990,32.3085667977397,90.15542023593147
510,10003996,NJ,1990,35.0404002557358,95.07272046032443
511,10004002,NJ,1990,33.72354938734,92.702388897212
512,10004003,NJ,1990,40.492211334573,104.8859804022314
513,10004008,NJ,1990,34.2226297780553,93.60073360049954
514,10004017,NJ,1990,33.8006108832651,92.84109958987719
515,10004018,NJ,1990,34.6051676267423,94.28930172813614
516,10004019,NJ,1990,28.5451174457206,83.38121140229708
517,10004023,MD,1990,27.5962089678036,81.67317614204649
518,10004024,MD,1990,24.6061832629416,76.29112987329488
519,10004034,MD,1990,34.4452690859831,94.00148435476959
520,10004035,MD,1990,34.5784921652632,94.24128589747376
