,FACILITYID,STATE,TYPE,pm25_2019_2022_mean,delta_from_naaqs,pm25_1998,pm25_2019,pm25_2022,statewide_1998_mean,statewide_2019_mean,statewide_2022_mean,perc_natl_1998,perc_natl_2019,perc_natl_2022,delta_natl_1998,delta_natl_2019,delta_natl_2022
10,10000055,WY,STATE,5.131250083446499,-3.868749916553501,5.59999990463257,4.04999995231628,4.80000019073486,6.758333333333333,4.408333333333333,5.175,-0.09549648861165537,-0.05330803998432067,-0.05429961777184356,-6.529591932102125,-2.6719388231939245,-2.106122258244733
11,10000056,WY,STATE,5.875,-3.125,6.59999990463257,4.5,5.5,6.758333333333333,4.408333333333333,5.175,-0.013053483648249976,0.01363693864642633,0.047059692671394815,-5.529591932102125,-2.2219387755102042,-1.406122448979593
12,10000057,WY,STATE,5.07499998807907,-3.92500001192093,6.90000009536743,3.79999995231628,4.69999980926514,6.758333333333333,4.408333333333333,5.175,0.01167943356552663,-0.09049969083821055,-0.06877957844565045,-5.2295917413672655,-2.921938823193924,-2.2061226397144527
13,10000060,AR,STATE,6.124999880790712,-2.8750001192092878,12.1000003814697,6.09999990463257,6.0,15.358333333333334,7.550000000000001,7.533333333333334,-0.26862675972292094,-0.2157115891400504,-0.22202521670606784,-0.029591455264995403,-0.6219388708776341,-0.9061224489795929
14,10000062,AR,STATE,8.175000071525572,-0.824999928474428,14.8999996185303,8.30000019073486,8.0,15.358333333333334,7.550000000000001,7.533333333333334,-0.03778640872440258,0.11157498093664696,0.06757289204097702,2.7704077817956048,1.5780614152246555,1.093877551020407
15,10000065,AR,STATE,8.362499952316284,-0.6375000476837158,17.2000007629395,8.59999990463257,8.25,15.358333333333334,7.550000000000001,7.533333333333334,0.1518325970399631,0.15620491939884903,0.10377265563435763,5.070408926204804,1.878061129122366,1.343877551020407
16,10000066,AR,STATE,7.89999997615814,-1.1000000238418597,17.1000003814697,8.0,7.90000009536743,15.358333333333334,7.550000000000001,7.533333333333334,0.14358826509410616,0.0669449715370018,0.05309300041273844,4.970408544735006,1.2780612244897958,0.9938776463878369
17,10000069,AR,STATE,8.550000190734863,-0.4499998092651367,17.7000007629395,8.30000019073486,8.80000019073486,15.358333333333334,7.550000000000001,7.533333333333334,0.1930540995216658,0.11157498093664696,0.1834121631580223,5.570408926204804,1.5780614152246555,1.8938777417552668
18,10000070,AR,STATE,8.550000190734863,-0.4499998092651367,17.6000003814697,8.30000019073486,8.80000019073486,15.358333333333334,7.550000000000001,7.533333333333334,0.18480976757580886,0.11157498093664696,0.1834121631580223,5.470408544735006,1.5780614152246555,1.8938777417552668
19,10000075,AR,STATE,7.26250010728836,-1.7374998927116403,15.0500001907349,7.40000009536743,7.30000019073486,15.358333333333334,7.550000000000001,7.533333333333334,-0.02541991080562505,-0.022314976324845453,-0.033786418402261355,2.9204083540002053,0.6780613198572256,0.3938777417552668
20,10000076,AR,STATE,7.52500009536743,-1.4749999046325701,15.3999996185303,7.40000009536743,7.5,15.358333333333334,7.550000000000001,7.533333333333334,0.003435093757300116,-0.022314976324845453,-0.004826635145784193,3.2704077817956048,0.6780613198572256,0.5938775510204071
21,10000078,AR,STATE,7.800000071525573,-1.1999999284744272,15.6000003814697,7.90000009536743,7.80000019073486,15.358333333333334,7.550000000000001,7.533333333333334,0.01992375764899792,0.05206832538293443,0.03861310878449986,3.4704085447350046,1.1780613198572256,0.8938777417552668
22,10000079,AR,STATE,7.6250001192092896,-1.3749998807907104,15.6000003814697,7.5,7.59999990463257,15.358333333333334,7.550000000000001,7.533333333333334,0.01992375764899792,-0.007438330170778094,0.009653256482454388,3.4704085447350046,0.7780612244897958,0.6938774556529772
23,10000080,AR,STATE,7.687500059604645,-1.3124999403953552,15.6500000953674,7.54999995231628,7.70000004768372,15.358333333333334,7.550000000000001,7.533333333333334,0.02404588431003483,-7.093745207182146e-09,0.024133182633477898,3.5204082586327043,0.8280611768060755,0.7938775987041273
24,10000081,AR,STATE,7.825000047683715,-1.174999952316285,15.8000001907349,7.69999980926514,7.80000019073486,15.358333333333334,7.550000000000001,7.533333333333334,0.03641234291692899,0.022314962137356623,0.03861310878449986,3.6704083540002053,0.978061033754936,0.8938777417552668
