,FACILITYID,STATE,TYPE,pm25_2019_2022_mean,delta_from_naaqs,pm25_1998,pm25_2019,pm25_2022
38,10000102,KY,STATE,8.037499964237215,-0.9625000357627851,16.75,7.95000004768372,7.59999990463257
39,10000103,KY,STATE,7.875000119209288,-1.1249998807907122,16.7000007629395,7.80000019073486,7.40000009536743
40,10000106,KY,STATE,7.9250000715255755,-1.0749999284744245,17.3999996185303,7.69999980926514,7.5
41,10000107,KY,STATE,6.34999990463257,-2.65000009536743,14.4499998092651,6.19999980926514,6.09999990463257
42,10000109,KY,FEDERAL,7.82499998807907,-1.1750000119209298,16.6999998092651,7.54999995231628,7.5
43,10000110,KY,STATE,6.425000011920927,-2.574999988079073,14.3499999046326,6.35000014305115,6.15000009536743
44,10000112,KY,STATE,6.662499964237213,-2.337500035762787,14.9500002861023,6.64999985694885,6.5
45,10000115,KY,STATE,6.700000047683716,-2.299999952316284,14.1000003814697,6.59999990463257,6.40000009536743
46,10000116,KY,STATE,7.362500131130219,-1.6374998688697806,15.3000001907349,7.04999995231628,6.95000004768372
47,10000117,KY,STATE,7.574999928474425,-1.4250000715255746,16.7000007629395,7.40000009536743,7.30000019073486
48,10000118,KY,FEDERAL,7.06875005364418,-1.9312499463558197,15.0,6.95000004768372,7.0
49,10000119,KY,FEDERAL,7.050000071525572,-1.949999928474428,15.0,6.90000009536743,7.0
50,10000120,KY,STATE,7.662500023841858,-1.337499976158142,15.75,7.34999990463257,7.5
51,10000121,KY,STATE,7.262499988079073,-1.7375000119209272,14.75,6.95000004768372,7.04999995231628
52,10000122,KY,STATE,6.662499964237211,-2.3375000357627886,15.2000002861023,6.64999985694885,6.59999990463257
53,10000129,AL,STATE,7.524999976158142,-1.475000023841858,15.8000001907349,7.40000009536743,7.59999990463257
54,10000132,AL,STATE,7.574999928474428,-1.425000071525572,16.2000007629395,7.59999990463257,7.59999990463257
55,10000136,AL,FEDERAL,7.218749940395355,-1.7812500596046448,15.3499999046326,7.67499995231628,7.12499988079071
56,10000140,AL,STATE,8.100000023841858,-0.8999999761581421,17.0,8.69999980926514,7.90000009536743
57,10000141,AL,FEDERAL,8.43749988079071,-0.5625001192092896,18.5999994277954,8.89999961853027,8.34999990463257
58,10000142,AL,STATE,7.350000023841857,-1.649999976158143,15.0,7.59999990463257,7.30000019073486
59,10000143,AL,STATE,7.100000023841858,-1.899999976158142,15.6500000953674,7.5,6.90000009536743
60,10000144,AL,STATE,7.100000023841858,-1.899999976158142,15.25,7.5,6.84999990463257
61,10000146,AL,STATE,7.037499964237212,-1.9625000357627878,12.5,7.04999995231628,6.75
62,10000149,AL,STATE,7.237500071525575,-1.7624999284744254,13.5,7.30000019073486,6.95000004768372
63,10000150,AL,STATE,8.625000238418579,-0.3749997615814209,14.1000003814697,8.60000038146973,8.5
64,10000151,TX,STATE,4.3375000059604645,-4.6624999940395355,4.90000009536743,3.35000002384186,4.30000019073486
65,10000152,TX,STATE,6.175000011920925,-2.8249999880790746,7.40000009536743,5.30000019073486,6.54999995231628
66,10000154,TX,STATE,6.349999944368999,-2.6500000556310006,8.26666673024496,5.56666660308838,6.59999990463257
67,10000155,TX,STATE,5.300000071525572,-3.699999928474428,5.19999980926514,4.80000019073486,5.30000019073486
68,10000156,TX,STATE,5.662499964237212,-3.3375000357627878,5.14999985694885,5.25,5.54999995231628
69,10000157,TX,STATE,6.049999952316286,-2.950000047683714,9.0,5.59999990463257,5.90000009536743
70,10000159,TX,FEDERAL,5.425000071525572,-3.574999928474428,5.69999980926514,4.5,5.80000019073486
71,10000160,TX,STATE,5.600000023841858,-3.399999976158142,5.95000004768372,5.29999995231628,5.90000009536743
72,10000161,TX,STATE,7.024999976158143,-1.975000023841857,12.3000001907349,7.0,6.80000019073486
73,10000163,TX,FEDERAL,7.733333349227902,-1.2666666507720983,13.733333269755,7.33333349227905,7.59999990463257
74,10000165,TX,FEDERAL,7.949999988079073,-1.0500000119209272,13.9500002861023,7.70000004768372,7.5
75,10000172,TX,FEDERAL,7.925000071525573,-1.0749999284744272,13.8999996185303,7.69999980926514,7.80000019073486
76,10000174,TX,STATE,5.399999856948855,-3.600000143051145,5.19999980926514,5.19999980926514,5.69999980926514
77,10000175,TX,STATE,6.999999880790713,-2.000000119209287,6.90000009536743,6.90000009536743,7.19999980926514
78,10000176,TX,STATE,6.725000023841858,-2.274999976158142,6.90000009536743,6.59999990463257,6.90000009536743
79,10000178,TX,STATE,7.325000047683716,-1.6749999523162842,12.5,6.90000009536743,7.40000009536743
80,10000180,TX,STATE,5.625000059604647,-3.3749999403953526,5.30000019073486,5.45000004768372,5.95000004768372
81,10000182,TX,FEDERAL,6.712500005960463,-2.2874999940395373,7.19999992847443,6.30000007152557,7.29999995231628
82,10000183,TX,STATE,6.75,-2.25,11.8999996185303,6.59999990463257,6.69999980926514
83,10000184,TX,STATE,6.812499940395353,-2.1875000596046474,12.0999999046326,6.79999995231628,6.64999985694885
84,10000185,TX,STATE,6.875000119209287,-2.124999880790713,11.8000001907349,6.90000009536743,6.80000019073486
85,10000186,TX,STATE,7.324999928474427,-1.6750000715255728,12.6000003814697,7.19999980926514,7.19999980926514
86,10000187,TX,STATE,7.24999996026357,-1.7500000397364301,12.2333335876465,7.13333320617676,7.16666650772095
87,10000190,TX,STATE,6.475000023841858,-2.524999976158142,11.4499998092651,6.40000009536743,6.34999990463257
88,10000191,TX,FEDERAL,6.16249996423721,-2.8375000357627904,8.94999980926514,5.64999985694885,6.04999995231628
89,10000192,TX,MULTI,9.462499976158142,0.4624999761581421,9.80000019073486,8.34999990463257,10.5
90,10000193,TX,MULTI,9.39999985694886,0.39999985694885964,9.80000019073486,8.30000019073486,10.3999996185303
91,10000194,TX,STATE,5.712499976158142,-3.287500023841858,11.2000002861023,5.45000004768372,5.70000004768372
92,10000195,TX,STATE,6.056250065565113,-2.943749934434887,11.5249998569489,5.85000014305115,6.07499992847443
93,10000196,TX,STATE,5.649999976158142,-3.350000023841858,10.9500002861023,5.5,5.64999985694885
94,10000197,TX,STATE,7.7750000953674325,-1.2249999046325675,12.1999998092651,7.69999980926514,7.80000019073486
95,10000198,TX,STATE,7.7750000953674325,-1.2249999046325675,12.1999998092651,7.69999980926514,7.80000019073486
96,10000199,TX,STATE,5.999999999999997,-3.0000000000000027,8.59999990463257,6.0,5.79999995231628
97,10000200,TX,STATE,7.21249997615814,-1.7875000238418597,19.3999996185303,6.64999985694885,8.40000009536743
